Name,Function,Number of Args,Readiness Level,Arguments,Docstring
adcs_set_estimation_params,TCMDEXEC_adcs_set_estimation_params,17,TCMD_READINESS_LEVEL_FOR_OPERATION,"magnetometer_rate_filter_system_noise (float; magnetometer rate filter system noise covariance parameter), extended_kalman_filter_system_noise (float; extended kalman filter system noise covariance parameter), coarse_sun_sensor_measurement_noise (float; CSS measurement noise covariance parameter), sun_sensor_measurement_noise (float; sun sensor measurement noise covariance parameter), nadir_sensor_measurement_noise (float; nadir sensor measurement noise covariance parameter), magnetometer_measurement_noise (float; magnetometer measurement noise covariance parameter), star_tracker_measurement_noise (float; star tracker measurement noise covariance parameter), use_sun_sensor (bool; whether or not to use the sun sensor measurement in extended_kalman_filter), use_nadir_sensor (bool; whether or not to use the nadir sensor measurement in extended_kalman_filter), use_css (bool; whether or not to use the CSS measurement in extended_kalman_filter), use_star_tracker (bool; whether or not to use the star tracker measurement in extended_kalman_filter), nadir_sensor_terminator_test (bool; select to ignore nadir sensor measurements when terminator is in FOV), automatic_magnetometer_recovery (bool; select whether automatic switch to redundant magnetometer should occur in case of failure), magnetometer_mode (enum; select magnetometer mode for estimation and control), magnetometer_selection_for_raw_magnetometer_telemetry (enum; select magnetometer mode for the second raw telemetry frame), automatic_estimation_transition_due_to_rate_sensor_errors (bool; enable/disable automatic transition from MEMS rate estimation mode to RKF in case of rate sensor error), error_counter_reset_period_min (uint8; period after which a node's power cycle reset counter is cleared if no errors occurred)","@brief Telecommand: Request the given telemetry data from the ADCS
@param args_str
- Arg 0: magnetometer_rate_filter_system_noise (float; magnetometer rate filter system noise covariance parameter)
- Arg 1: extended_kalman_filter_system_noise (float; extended kalman filter system noise covariance parameter)
- Arg 2: coarse_sun_sensor_measurement_noise (float; CSS measurement noise covariance parameter)
- Arg 3: sun_sensor_measurement_noise (float; sun sensor measurement noise covariance parameter)
- Arg 4: nadir_sensor_measurement_noise (float; nadir sensor measurement noise covariance parameter)
- Arg 5: magnetometer_measurement_noise (float; magnetometer measurement noise covariance parameter)
- Arg 6: star_tracker_measurement_noise (float; star tracker measurement noise covariance parameter)
- Arg 7: use_sun_sensor (bool; whether or not to use the sun sensor measurement in extended_kalman_filter)
- Arg 8: use_nadir_sensor (bool; whether or not to use the nadir sensor measurement in extended_kalman_filter)
- Arg 9: use_css (bool; whether or not to use the CSS measurement in extended_kalman_filter)
- Arg 10: use_star_tracker (bool; whether or not to use the star tracker measurement in extended_kalman_filter)
- Arg 11: nadir_sensor_terminator_test (bool; select to ignore nadir sensor measurements when terminator is in FOV)
- Arg 12: automatic_magnetometer_recovery (bool; select whether automatic switch to redundant magnetometer should occur in case of failure)
- Arg 13: magnetometer_mode (enum; select magnetometer mode for estimation and control)
- Arg 14: magnetometer_selection_for_raw_magnetometer_telemetry (enum; select magnetometer mode for the second raw telemetry frame)
- Arg 15: automatic_estimation_transition_due_to_rate_sensor_errors (bool; enable/disable automatic transition from MEMS rate estimation mode to RKF in case of rate sensor error)
- Arg 16: error_counter_reset_period_min (uint8; period after which a node's power cycle reset counter is cleared if no errors occurred)
@return 0 on success, >0 on error"
adcs_get_estimation_params,TCMDEXEC_adcs_get_estimation_params,0,TCMD_READINESS_LEVEL_FOR_OPERATION,,"@brief Telecommand: Request the given telemetry data from the ADCS
@param args_str
- No arguments for this command
@return 0 on success, >0 on error"
adcs_set_augmented_sgp4_params,TCMDEXEC_adcs_set_augmented_sgp4_params,17,TCMD_READINESS_LEVEL_FOR_OPERATION,"incl_coefficient (set inclination filter coefficient) (double), raan_coefficient (set RAAN filter coefficient) (double), ecc_coefficient (set eccentricity filter coefficient) (double), aop_coefficient (set argument of perigee filter coefficient) (double), time_coefficient (set time filter coefficient) (double), pos_coefficient (set position filter coefficient) (double), maximum_position_error (maximum position error for Augmented_SGP4 to continue working) (double), augmented_sgp4_filter (The type of filter being used (enum)), xp_coefficient (polar coefficient xdouble; p) (double), yp_coefficient (polar coefficient ydouble; p) (double), gps_roll_over (GPS roll over number), position_sd (maximum position standard deviation for Augmented_SGP4 to continue working) (double), velocity_sd (maximum velocity standard deviation for Augmented_SGP4 to continue working) (double), min_satellites (Minimum satellites required for Augmented_SGP4 to continue working), time_gain (time offset compensation gain) (double), max_lag (maximum lagged timestamp measurements to incorporate) (double), min_samples (Minimum samples to use to get Augmented_SGP4)","@brief Telecommand: Request the given telemetry data from the ADCS
@param args_str
- Arg 0: incl_coefficient (set inclination filter coefficient) (double)
- Arg 1: raan_coefficient (set RAAN filter coefficient) (double)
- Arg 2: ecc_coefficient (set eccentricity filter coefficient) (double)
- Arg 3: aop_coefficient (set argument of perigee filter coefficient) (double)
- Arg 4: time_coefficient (set time filter coefficient) (double)
- Arg 5: pos_coefficient (set position filter coefficient) (double)
- Arg 6: maximum_position_error (maximum position error for Augmented_SGP4 to continue working) (double)
- Arg 7: augmented_sgp4_filter (The type of filter being used (enum))
- Arg 8: xp_coefficient (polar coefficient xdouble; p) (double)
- Arg 9: yp_coefficient (polar coefficient ydouble; p) (double)
- Arg 10: gps_roll_over (GPS roll over number)
- Arg 11: position_sd (maximum position standard deviation for Augmented_SGP4 to continue working) (double)
- Arg 12: velocity_sd (maximum velocity standard deviation for Augmented_SGP4 to continue working) (double)
- Arg 13: min_satellites (Minimum satellites required for Augmented_SGP4 to continue working)
- Arg 14: time_gain (time offset compensation gain) (double)
- Arg 15: max_lag (maximum lagged timestamp measurements to incorporate) (double)
- Arg 16: min_samples (Minimum samples to use to get Augmented_SGP4)
@return 0 on success, >0 on error"
adcs_get_augmented_sgp4_params,TCMDEXEC_adcs_get_augmented_sgp4_params,0,TCMD_READINESS_LEVEL_FOR_OPERATION,,"@brief Telecommand: Request the given telemetry data from the ADCS
@param args_str
- No arguments for this command
@return 0 on success, >0 on error"
adcs_set_tracking_controller_target_reference,TCMDEXEC_adcs_set_tracking_controller_target_reference,3,TCMD_READINESS_LEVEL_FOR_OPERATION,"longitude (double), latitude (double), altitude (double)","@brief Telecommand: Set the ADCS tracking controller target reference (location on Earth to point towards)
@param args_str
- Arg 0: longitude (double)
- Arg 1: latitude (double)
- Arg 2: altitude (double)
@return 0 on success, >0 on error"
adcs_get_tracking_controller_target_reference,TCMDEXEC_adcs_get_tracking_controller_target_reference,0,TCMD_READINESS_LEVEL_FOR_OPERATION,,"@brief Telecommand: Request the given telemetry data from the ADCS
@param args_str
- No arguments for this command
@return 0 on success, >0 on error"
adcs_set_rate_gyro_config,TCMDEXEC_adcs_set_rate_gyro_config,7,TCMD_READINESS_LEVEL_FOR_OPERATION,"gyro1 (Axis for Gyro #1; enum, options are pos/neg x, pos/neg y, pos/neg z), gyro2 (Axis for Gyro #2; enum, options are pos/neg x, pos/neg y, pos/neg z), gyro3 (Axis for Gyro #3; enum, options are pos/neg x, pos/neg y, pos/neg z), x_rate_offset (x-rate sensor offset) (double), y_rate_offset (y-rate sensor offset) (double), z_rate_offset (z-rate sensor offset) (double), rate_sensor_mult (multiplier of rate sensor measurement)","@brief Telecommand: Request the given telemetry data from the ADCS
@param args_str
- Arg 0: gyro1 (Axis for Gyro #1; enum, options are pos/neg x, pos/neg y, pos/neg z)
- Arg 1: gyro2 (Axis for Gyro #2; enum, options are pos/neg x, pos/neg y, pos/neg z)
- Arg 2: gyro3 (Axis for Gyro #3; enum, options are pos/neg x, pos/neg y, pos/neg z)
- Arg 3: x_rate_offset (x-rate sensor offset) (double)
- Arg 4: y_rate_offset (y-rate sensor offset) (double)
- Arg 5: z_rate_offset (z-rate sensor offset) (double)
- Arg 6: rate_sensor_mult (multiplier of rate sensor measurement)
@return 0 on success, >0 on error"
adcs_get_rate_gyro_config,TCMDEXEC_adcs_get_rate_gyro_config,0,TCMD_READINESS_LEVEL_FOR_OPERATION,,"@brief Telecommand: Request the given telemetry data from the ADCS
@param args_str
- No arguments for this command
@return 0 on success, >0 on error"
adcs_estimated_attitude_angles,TCMDEXEC_adcs_estimated_attitude_angles,0,TCMD_READINESS_LEVEL_FOR_OPERATION,,"@brief Telecommand: Request the given telemetry data from the ADCS
@param args_str
- No arguments for this command
@return 0 on success, >0 on error"
adcs_magnetic_field_vector,TCMDEXEC_adcs_magnetic_field_vector,0,TCMD_READINESS_LEVEL_FOR_OPERATION,,"@brief Telecommand: Request the given telemetry data from the ADCS
@param args_str
- No arguments for this command
@return 0 on success, >0 on error"
adcs_fine_sun_vector,TCMDEXEC_adcs_fine_sun_vector,0,TCMD_READINESS_LEVEL_FOR_OPERATION,,"@brief Telecommand: Request the given telemetry data from the ADCS
@param args_str
- No arguments for this command
@return 0 on success, >0 on error"
adcs_nadir_vector,TCMDEXEC_adcs_nadir_vector,0,TCMD_READINESS_LEVEL_FOR_OPERATION,,"@brief Telecommand: Request the given telemetry data from the ADCS
@param args_str
- No arguments for this command
@return 0 on success, >0 on error"
adcs_commanded_wheel_speed,TCMDEXEC_adcs_commanded_wheel_speed,0,TCMD_READINESS_LEVEL_FOR_OPERATION,,"@brief Telecommand: Request the given telemetry data from the ADCS
@param args_str
- No arguments for this command
@return 0 on success, >0 on error"
adcs_igrf_magnetic_field_vector,TCMDEXEC_adcs_igrf_magnetic_field_vector,0,TCMD_READINESS_LEVEL_FOR_OPERATION,,"@brief Telecommand: Request the given telemetry data from the ADCS
@param args_str
- No arguments for this command
@return 0 on success, >0 on error"
adcs_quaternion_error_vector,TCMDEXEC_adcs_quaternion_error_vector,0,TCMD_READINESS_LEVEL_FOR_OPERATION,,"@brief Telecommand: Request the given telemetry data from the ADCS
@param args_str
- No arguments for this command
@return 0 on success, >0 on error"
adcs_estimated_gyro_bias,TCMDEXEC_adcs_estimated_gyro_bias,0,TCMD_READINESS_LEVEL_FOR_OPERATION,,"@brief Telecommand: Request the given telemetry data from the ADCS
@param args_str
- No arguments for this command
@return 0 on success, >0 on error"
adcs_estimation_innovation_vector,TCMDEXEC_adcs_estimation_innovation_vector,0,TCMD_READINESS_LEVEL_FOR_OPERATION,,"@brief Telecommand: Request the given telemetry data from the ADCS
@param args_str
- No arguments for this command
@return 0 on success, >0 on error"
adcs_raw_cam1_sensor,TCMDEXEC_adcs_raw_cam1_sensor,0,TCMD_READINESS_LEVEL_FOR_OPERATION,,"@brief Telecommand: Request the given telemetry data from the ADCS
@param args_str
- No arguments for this command
@return 0 on success, >0 on error"
adcs_raw_cam2_sensor,TCMDEXEC_adcs_raw_cam2_sensor,0,TCMD_READINESS_LEVEL_FOR_OPERATION,,"@brief Telecommand: Request the given telemetry data from the ADCS
@param args_str
- No arguments for this command
@return 0 on success, >0 on error"
adcs_raw_coarse_sun_sensor_1_to_6,TCMDEXEC_adcs_raw_coarse_sun_sensor_1_to_6,0,TCMD_READINESS_LEVEL_FOR_OPERATION,,"@brief Telecommand: Request the given telemetry data from the ADCS
@param args_str
- No arguments for this command
@return 0 on success, >0 on error"
adcs_raw_coarse_sun_sensor_7_to_10,TCMDEXEC_adcs_raw_coarse_sun_sensor_7_to_10,0,TCMD_READINESS_LEVEL_FOR_OPERATION,,"@brief Telecommand: Request the given telemetry data from the ADCS
@param args_str
- No arguments for this command
@return 0 on success, >0 on error"
adcs_cubecontrol_current,TCMDEXEC_adcs_cubecontrol_current,0,TCMD_READINESS_LEVEL_FOR_OPERATION,,"@brief Telecommand: Request the given telemetry data from the ADCS
@param args_str
- No arguments for this command
@return 0 on success, >0 on error"
adcs_measurements,TCMDEXEC_adcs_measurements,0,TCMD_READINESS_LEVEL_FOR_OPERATION,,"@brief Telecommand: Request the given telemetry data from the ADCS
@param args_str
- No arguments for this command
@return 0 on success, >0 on error"
adcs_download_sd_file,TCMDEXEC_adcs_download_sd_file,1,TCMD_READINESS_LEVEL_IN_PROGRESS,The index of the file to download,"@brief Telecommand: Download a specific file from the ADCS SD card
@param args_str
- Arg 0: The index of the file to download
@return 0 on success, >0 on error"
adcs_generic_command,TCMDEXEC_adcs_generic_command,2,TCMD_READINESS_LEVEL_FOR_OPERATION,"ID of the telecommand to send (see Firmware Reference Manual), hex array of data bytes of length up to 504 (longest command is almost ADCS Configuration (ID 26/204) at 504 bytes)","@brief Telecommand: execute a generic command on the ADCS
@param args_str
- Arg 0: ID of the telecommand to send (see Firmware Reference Manual)
- Arg 1: hex array of data bytes of length up to 504 (longest command is almost ADCS Configuration (ID 26/204) at 504 bytes)
@return 0 on success, >0 on error"
adcs_generic_telemetry_request,TCMDEXEC_adcs_generic_telemetry_request,2,TCMD_READINESS_LEVEL_FOR_OPERATION,"ID of the telemetry request to send (see Firmware Reference Manual), number of data bytes expected to receive from the ADCS (also see Firmware Reference Manual, up to 504)","@brief Telecommand: obtain generic telemetry from the ADCS
@param args_str
- Arg 0: ID of the telemetry request to send (see Firmware Reference Manual)
- Arg 1: number of data bytes expected to receive from the ADCS (also see Firmware Reference Manual, up to 504)
@return 0 on success, >0 on error"
adcs_acp_execution_state,TCMDEXEC_adcs_acp_execution_state,0,TCMD_READINESS_LEVEL_FOR_OPERATION,,"@brief Telecommand: Request the given telemetry data from the ADCS
@param args_str
- No arguments for this command
@return 0 on success, >0 on error"
adcs_get_current_state_1,TCMDEXEC_adcs_get_current_state_1,0,TCMD_READINESS_LEVEL_FOR_OPERATION,,"@brief Telecommand: Request the given telemetry data from the ADCS
@param args_str
- No arguments for this command
@return 0 on success, >0 on error"
adcs_save_image_to_sd,TCMDEXEC_adcs_save_image_to_sd,2,TCMD_READINESS_LEVEL_FOR_OPERATION,"(int) Which camera to save the image from; can be Camera 1 (0), Camera 2 (1), or Star (2), (int) Resolution of the image to save; can be 1024x1024 (0), 512x512 (1), 256x256 (2), 128x128 (3), or 64x64 (4)","@brief Telecommand: Save an image to the ADCS onboard SD card
@param args_str
- Arg 0: (int) Which camera to save the image from; can be Camera 1 (0), Camera 2 (1), or Star (2)
- Arg 1: (int) Resolution of the image to save; can be 1024x1024 (0), 512x512 (1), 256x256 (2), 128x128 (3), or 64x64 (4)
@return 0 on success, >0 on error"
adcs_request_commissioning_telemetry,TCMDEXEC_adcs_request_commissioning_telemetry,3,TCMD_READINESS_LEVEL_FOR_OPERATION,"Which commissioning step to request telemetry for (1-18), Log number (1 or 2), Destination SD card (0 = primary, 1 = secondary)","@brief Telecommand: Request commissioning telemetry from the ADCS and save it to the onboard SD card
@param args_str
- Arg 0: Which commissioning step to request telemetry for (1-18)
- Arg 1: Log number (1 or 2)
- Arg 2: Destination SD card (0 = primary, 1 = secondary)
@return 0 on success, >0 on error"
adcs_synchronize_unix_time,TCMDEXEC_adcs_synchronize_unix_time,0,TCMD_READINESS_LEVEL_FOR_OPERATION,,"@brief Telecommand: Synchronize the current ADCS Unix epoch time
@param args_str
- No arguments for this command
@return 0 on success, >0 on error"
adcs_get_current_unix_time,TCMDEXEC_adcs_get_current_unix_time,0,TCMD_READINESS_LEVEL_FOR_OPERATION,,"@brief Telecommand: Retrieve the current ADCS Unix epoch time
@param args_str
- No arguments for this command
@return 0 on success, >0 on error"
adcs_set_sd_log_config,TCMDEXEC_adcs_set_sd_log_config,4,TCMD_READINESS_LEVEL_FOR_OPERATION,"which_log; 1 or 2; which specific log number to log to the SD card, log_array; Hex array of bitmasks for log config (10 hex bytes), log_period; Period to log data to the SD card; if zero, then disable logging, which_sd; Which SD card to log to, 0 for primary, 1 for secondary","@brief Telecommand: Repeatedly log given data from an SD card
@param args_str
- Arg 0: which_log; 1 or 2; which specific log number to log to the SD card
- Arg 1: log_array; Hex array of bitmasks for log config (10 hex bytes)
- Arg 2: log_period; Period to log data to the SD card; if zero, then disable logging
- Arg 3: which_sd; Which SD card to log to, 0 for primary, 1 for secondary
@return 0 on success, >0 on error"
adcs_get_sd_log_config,TCMDEXEC_adcs_get_sd_log_config,1,TCMD_READINESS_LEVEL_FOR_OPERATION,which log to retrieve the configuration for (1 or 2),"@brief Telecommand: Retrieve the current ADCS SD log configuration
@param args_str
- Arg 0: which log to retrieve the configuration for (1 or 2)
@return 0 on success, >0 on error"
adcs_format_sd,TCMDEXEC_adcs_format_sd,0,TCMD_READINESS_LEVEL_FOR_OPERATION,,"@brief Telecommand: Instruct the ADCS to format the SD card
@param args_str
- No arguments for this command
@return 0 on success, >0 on error"
adcs_download_index_file,TCMDEXEC_adcs_download_index_file,2,TCMD_READINESS_LEVEL_FOR_OPERATION,"The number of files to get (should be less than 70 to avoid the watchdog), The offset index to start reading (starts at 0)","@brief Telecommand: Get the list of downloadable files from the ADCS SD card (alternate method)
@param args_str
- Arg 0: The number of files to get (should be less than 70 to avoid the watchdog)
- Arg 1: The offset index to start reading (starts at 0)
@return 0 on success, >0 on error"
adcs_set_commissioning_modes,TCMDEXEC_adcs_set_commissioning_modes,2,TCMD_READINESS_LEVEL_FOR_OPERATION,"Which commissioning step to set the modes for (1-18), Timeout in seconds before reverting to no control (0 = indefinite)","@brief Telecommand: Set the run, power control, estimation, and control parameters for a given commissioning step
@note If a commissioning step requires other steps such as estimation parameters or TLMs, those must be supplied separately.
@param args_str
- Arg 0: Which commissioning step to set the modes for (1-18)
- Arg 1: Timeout in seconds before reverting to no control (0 = indefinite)
@return 0 on success, >0 on error"
log_set_sink_enabled_state,TCMDEXEC_log_set_sink_enabled_state,2,TCMD_READINESS_LEVEL_FOR_OPERATION,"Sink enum value, Enabled? 0: disable sink, 1: enable sink","@brief Telecommand: Set a LOG sink's enabled state
@param args_str
- Arg 0: Sink enum value
- Arg 1: Enabled? 0: disable sink, 1: enable sink
@details FrontierSat LOG sinks
LOG_SINK_UHF_RADIO = 1
LOG_SINK_FILE = 2
LOG_SINK_UMBILICAL_UART = 4"
log_set_system_file_logging_enabled_state,TCMDEXEC_log_set_system_file_logging_enabled_state,2,TCMD_READINESS_LEVEL_FOR_OPERATION,"Subsystem enum value, Enabled? 0: disable file logging, 1: enable file logging","@brief Telecommand: Set a LOG subsystem's file logging enabled state
@param args_str
- Arg 0: Subsystem enum value
- Arg 1: Enabled? 0: disable file logging, 1: enable file logging
@details FrontierSat LOG sinks
LOG_SYSTEM_OBC = 1
LOG_SYSTEM_UHF_RADIO = 2
LOG_SYSTEM_UMBILICAL_UART = 4
LOG_SYSTEM_GPS = 8
LOG_SYSTEM_MPI = 16
LOG_SYSTEM_EPS = 32
LOG_SYSTEM_BOOM = 64
LOG_SYSTEM_ADCS = 128
LOG_SYSTEM_LFS = 256
LOG_SYSTEM_FLASH = 512
LOG_SYSTEM_ANTENNA_DEPLOY = 1024
LOG_SYSTEM_LOG = 2048
LOG_SYSTEM_TELECOMMAND = 4096
LOG_SYSTEM_UNIT_TEST = 8192"
log_report_sink_enabled_state,TCMDEXEC_log_report_sink_enabled_state,1,TCMD_READINESS_LEVEL_FOR_OPERATION,Sink enum,"@brief Telecommand: Report a LOG sink's enabled state
@param args_str
- Arg 0: Sink enum"
log_report_all_sink_enabled_states,TCMDEXEC_log_report_all_sink_enabled_states,0,TCMD_READINESS_LEVEL_FOR_OPERATION,,@brief Telecommand: Report all LOG sink enable states
log_report_system_file_logging_state,TCMDEXEC_log_report_system_file_logging_state,1,TCMD_READINESS_LEVEL_FOR_OPERATION,Subsystem enum,"@brief Telecommand: Report LOG subsystem's file logging state (and show
logging filename)
@param args_str
- Arg 0: Subsystem enum"
log_report_all_system_file_logging_states,TCMDEXEC_log_report_all_system_file_logging_states,0,TCMD_READINESS_LEVEL_FOR_OPERATION,,@brief Telecommand: Report all LOG subsystem file logging states
log_set_sink_debugging_messages_state,TCMDEXEC_log_set_sink_debugging_messages_state,2,TCMD_READINESS_LEVEL_FOR_OPERATION,"Sink enum, State 0: disable debug messages, 1: enable debug messages","@brief Telecommand: Enable or disable debugging messages for LOG sink
@param args_str
- Arg 0: Sink enum
- Arg 1: State 0: disable debug messages, 1: enable debug messages"
log_set_system_debugging_messages_state,TCMDEXEC_log_set_system_debugging_messages_state,2,TCMD_READINESS_LEVEL_FOR_OPERATION,"Subsystem enum, State 0: disable debug messages, 1: enable debug messages","@brief Telecommand: Enable or disable debugging messages for LOG subsystem
@param args_str
- Arg 0: Subsystem enum
- Arg 1: State 0: disable debug messages, 1: enable debug messages"
log_report_latest_message_from_memory,TCMDEXEC_log_report_latest_message_from_memory,0,TCMD_READINESS_LEVEL_FOR_OPERATION,,"@brief Telecommand: Report the latest log message to the incoming
telecommand channel"
log_report_n_latest_messages_from_memory,TCMDEXEC_log_report_n_latest_messages_from_memory,1,TCMD_READINESS_LEVEL_FOR_OPERATION,Number of latest log messages to report,"@brief Telecommand: Report the N latest log messages to the incoming
telecommand channel
@param args_str
- Arg 0: Number of latest log messages to report"
freetos_list_tasks_jsonl,TCMDEXEC_freetos_list_tasks_jsonl,0,TCMD_READINESS_LEVEL_FOR_OPERATION,,"@brief Telecommand that return metadata regarding Tasks from FreeRTOS
@param args_str No arguments expected
@param tcmd_channel The channel on which the telecommand was received, and on which the response should be sent
@param response_output_buf The buffer to write the response to
@param response_output_buf_len The maximum length of the response_output_buf (its size)
@return 0 if successful, >0 if an error occurred (but hello_world can't return an error)"
freertos_demo_stack_usage,TCMDEXEC_freertos_demo_stack_usage,1,TCMD_READINESS_LEVEL_FLIGHT_TESTING,num_bytes (uint64_t) - The number of elements to allocate in the VLA. <=1_000_000.,"@brief Demo using stack memory by allocating a Variable-Length Array (VLA) on the stack.
@param args_str
- Arg 0: num_bytes (uint64_t) - The number of elements to allocate in the VLA. <=1_000_000.
@return 0 on success, >0 on error"
eps_watchdog,TCMDEXEC_eps_watchdog,0,TCMD_READINESS_LEVEL_FOR_OPERATION,,"@brief Triggers/services the EPS watchdog. No args.
@param args_str No arguments.
@return 0 on success, 1 on failure."
eps_system_reset,TCMDEXEC_eps_system_reset,0,TCMD_READINESS_LEVEL_FOR_OPERATION,,"@brief Resets the EPS system.
@param args_str No arguments.
@return 0 on success, 1 on failure."
eps_no_operation,TCMDEXEC_eps_no_operation,0,TCMD_READINESS_LEVEL_FOR_OPERATION,,"@brief Calls the EPS no-op (no operation) command. Likely not useful.
@param args_str No arguments.
@return 0 on success, 1 on failure."
eps_cancel_operation,TCMDEXEC_eps_cancel_operation,0,TCMD_READINESS_LEVEL_FOR_OPERATION,,"@brief Calls the EPS cancel operation command. Likely not useful.
@param args_str No arguments.
@return 0 on success, 1 on failure.
@note This command likely isn't useful, as telecommands cannot be trigger simultaneously, and
thus another command to the EPS cannot really be cancelled from here."
eps_switch_to_mode,TCMDEXEC_eps_switch_to_mode,1,TCMD_READINESS_LEVEL_FOR_OPERATION,"New mode to switch to. Either ""nominal"" or ""safety"".","@brief Switches the EPS to ""nominal"" or ""safety"" mode.
@param args_str
- Arg 0: New mode to switch to. Either ""nominal"" or ""safety"".
@return 0 on success, 1 on failure.
@note See EPS Software ICD, Page 12, Section 3 (Functional Description) for state/mode definitions."
eps_set_channel_enabled,TCMDEXEC_eps_set_channel_enabled,2,TCMD_READINESS_LEVEL_FOR_OPERATION,"The channel name or number (string)., 1 to enable (power on), 0 to disable (power off)","@brief Sets the EPS channel to be enabled (on) or disabled (off).
@param args_str
- Arg 0: The channel name or number (string).
- Arg 1: 1 to enable (power on), 0 to disable (power off)
@return 0 on success, >0 on failure
@note Channel name argument: A lowercase c-string of the channel name (e.g., ""mpi""), or a number
representing the channel number (e.g., ""1"" or ""16"").
Valid string values: ""vbatt_stack"", ""stack_5v"", ""stack_3v3"", ""camera"", ""uhf_antenna_deploy"",
""gnss"", ""mpi_5v"", ""mpi_12v"", ""boom""."
eps_get_system_status_json,TCMDEXEC_eps_get_system_status_json,0,TCMD_READINESS_LEVEL_FOR_OPERATION,,"@brief Get the EPS system status, and display it as a JSON string.
@return 0 on success, >0 on failure."
eps_get_pdu_overcurrent_fault_state_json,TCMDEXEC_eps_get_pdu_overcurrent_fault_state_json,0,TCMD_READINESS_LEVEL_FOR_OPERATION,,"@brief Get the EPS PDU (Power Distribution Unit) overcurrent fault status, and display it as a JSON string.
@return 0 on success, >0 on failure."
eps_get_pbu_abf_placed_state_json,TCMDEXEC_eps_get_pbu_abf_placed_state_json,0,TCMD_READINESS_LEVEL_FOR_OPERATION,,"@brief Get the EPS PBU (Power Battery Unit) ABF placed status, and display it as a JSON string.
@return 0 on success, >0 on failure."
eps_get_pdu_data_for_channel_json,TCMDEXEC_eps_get_pdu_data_for_channel_json,1,TCMD_READINESS_LEVEL_FOR_OPERATION,The channel name or number (string).,"@brief Gets the Voltage, Current, and Power for a single channel on the EPS.
@param args_str
- Arg 0: The channel name or number (string).
@return 0 on success, >0 on failure.
@note Channel name argument: A lowercase c-string of the channel name (e.g., ""mpi""), or a number
representing the channel number (e.g., ""1"" or ""16"").
Valid string values: ""vbatt_stack"", ""stack_5v"", ""stack_3v3"", ""camera"", ""uhf_antenna_deploy"",
""gnss"", ""mpi_5v"", ""mpi_12v"", ""boom""."
eps_get_pdu_housekeeping_data_eng_json,TCMDEXEC_eps_get_pdu_housekeeping_data_eng_json,0,TCMD_READINESS_LEVEL_FOR_OPERATION,,"@brief Get the EPS PDU (Power Distribution Unit) housekeeping data, and display it as a JSON string.
@return 0 on success, >0 on failure."
eps_get_pdu_housekeeping_data_run_avg_json,TCMDEXEC_eps_get_pdu_housekeeping_data_run_avg_json,0,TCMD_READINESS_LEVEL_FOR_OPERATION,,"@brief Get the EPS PDU (Power Distribution Unit) housekeeping data (running average), and display it as a JSON string.
@return 0 on success, >0 on failure."
eps_get_pbu_housekeeping_data_eng_json,TCMDEXEC_eps_get_pbu_housekeeping_data_eng_json,0,TCMD_READINESS_LEVEL_FOR_OPERATION,,"@brief Get the EPS PBU (Power Battery Unit) housekeeping data, and display it as a JSON string.
@return 0 on success, >0 on failure."
eps_get_pbu_housekeeping_data_run_avg_json,TCMDEXEC_eps_get_pbu_housekeeping_data_run_avg_json,0,TCMD_READINESS_LEVEL_FOR_OPERATION,,"@brief Get the EPS PBU (Power Battery Unit) housekeeping data (running average), and display it as a JSON string.
@return 0 on success, >0 on failure."
eps_get_pcu_housekeeping_data_eng_json,TCMDEXEC_eps_get_pcu_housekeeping_data_eng_json,0,TCMD_READINESS_LEVEL_FOR_OPERATION,,"@brief Get the EPS PCU (Power Conditioning Unit, solar panel MPPT) housekeeping data, and display it as a JSON string.
@return 0 on success, >0 on failure."
eps_get_pcu_housekeeping_data_run_avg_json,TCMDEXEC_eps_get_pcu_housekeeping_data_run_avg_json,0,TCMD_READINESS_LEVEL_FOR_OPERATION,,"@brief Get the EPS PCU (Power Conditioning Unit, solar panel MPPT) housekeeping data (running average), and display it as a JSON string.
@return 0 on success, >0 on failure."
eps_get_piu_housekeeping_data_eng_json,TCMDEXEC_eps_get_piu_housekeeping_data_eng_json,0,TCMD_READINESS_LEVEL_FOR_OPERATION,,"@brief Gets the EPS PIU (Power Integrated Unit, info about all systems) housekeeping data, and returns it as a JSON string.
@return 0 on success, >0 on failure."
eps_get_piu_housekeeping_data_run_avg_json,TCMDEXEC_eps_get_piu_housekeeping_data_run_avg_json,0,TCMD_READINESS_LEVEL_FOR_OPERATION,,"@brief Get the EPS PIU (Power Integrated Unit, info about all systems) housekeeping data (running average), and display it as a JSON string.
@return 0 on success, >0 on failure."
eps_get_enabled_channels_json,TCMDEXEC_eps_get_enabled_channels_json,0,TCMD_READINESS_LEVEL_FOR_OPERATION,,
eps_get_current_battery_percent,TCMDEXEC_eps_get_current_battery_percent,0,TCMD_READINESS_LEVEL_FOR_OPERATION,,@brief Get current battery voltage percent from PBU
